tipo_inmueble,finalidad,estado_inmueble,Ciudad,ubicacion_asociada,area m²,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error,latitud,longitud
Lote,venta,Usado,Tunja,,375,0,0,350000000,5,0,,", Bahias de parqueo, , En condominio, , En conjunto cerrado, , Lote Vacio, , Servicios Públicos, , Área Urbana, Descripción, LOTE PARA CONSTRUCCIÓN DE VIVIENDA en el sector de mayor valorización de Tunja,  conjunto cerrado con amplias zonas verdes y áreas comunes.. Area de lote 375m2, Código Fincaraíz:, 5065660, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","LOTE PARA CONSTRUCCIÓN DE VIVIENDA en el sector de mayor valorización de Tunja,  conjunto cerrado con amplias zonas verdes y áreas comunes.. Area de lote 375m2",,5065660,Inmobiliaria Fenix,https://www.fincaraiz.com.co/lote-en-venta/5065660,,,,
Finca,venta,Usado,Tunja,Centro,17,0,1,120000000,3,15,,", Piso de alta resistencia, , Sobre vía principal, , Terraza, , Zona Comercial, , Zona Residencial, Descripción, Atos Inmobiliaria tiene en venta una oficina en el centro comercial Villa Real, con una superficie de 17.6 m2. Esta propiedad cuenta con una ubicación excepcional en el corazón de la ciudad, y está equipada con baño privado y un amplio espacio disponible para su uso., Código Fincaraíz:, 191273888, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria tiene en venta una oficina en el centro comercial Villa Real, con una superficie de 17.6 m2. Esta propiedad cuenta con una ubicación excepcional en el corazón de la ciudad, y está equipada con baño privado y un amplio espacio disponible para su uso.",,191273888,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/oficina-en-venta/191273888,,,5.5521632,-73.3567425
Apartamento,venta,Usado,Tunja,Centro,126,4,4,340000000,3,15,4 Habs.,", Cerca centro comercial, , Closet, , Duplex, , Trans. Público cercano, , Zona Comercial, , Zona Residencial, , Área Urbana, Descripción, Espectacular apartamento Dúplex en el Centro de la ciudad.  Consta  de: 4 habitaciones con closet incluido, 4 baños, cocina integral, sala comedor, zona de ropas y parqueadero., Código Fincaraíz:, 191274012, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Espectacular apartamento Dúplex en el Centro de la ciudad.  Consta  de: 4 habitaciones con closet incluido, 4 baños, cocina integral, sala comedor, zona de ropas y parqueadero.",,191274012,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191274012,,,5.5521632,-73.3567425
Finca,venta,Usado,Tunja,Libertador,100,0,2,450000000,3,30,,,"Atos Inmobiliaria presenta un excelente local comercial en venta, ubicado en el barrio Obrero, al sur de la ciudad de Tunja, sobre la concurrida carrera 11. Este inmueble cuenta con un área de 100 m², distribuidos en un amplio espacio que incluye tres salones, un patio, cocina y dos baños. Está equipado con todos los servicios públicos: agua, luz y gas natural, lo que lo convierte en una opción ideal para un almacén de repuestos u otros negocios que requieran un espacio amplio y funcional.",,191275118,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191275118,,,5.5072197,-73.3675651
Finca,venta,Usado,Tunja,,124,1,2,390000000,4,8,1,", En zona residencial, , Local Exterior, , Vigilancia 24x7, Descripción, Increíble local comercial, Duplex al norte de la ciudad de Tunja, rodeado de zona residencial, área de 124 mts, 2 baños, excelente iluminación.., Código Fincaraíz:, 10613049, Consultar, BOX HOUSE BIENES RAICES, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Increíble local comercial, Duplex al norte de la ciudad de Tunja, rodeado de zona residencial, área de 124 mts, 2 baños, excelente iluminación..",,10613049,BOX HOUSE BIENES RAICES,https://www.fincaraiz.com.co/local-en-venta/10613049,,,,
Casa,venta,Usado,Tunja,,200,10,5,320000000,3,30,,", Cocina Integral, , Estudio, , Patio, , Trans. Público cercano, Descripción, Espectacular casa amplia, con excelente distribucion ubicada en el barrio consuelo, consta de: sala, comedor, cocina integral, estudio, patios, hall con marquesina, 10 alcobas, 5 baños, tres de ellos con regadera y 1 uno con tina., Código Fincaraíz:, 191517624, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Espectacular casa amplia, con excelente distribucion ubicada en el barrio consuelo, consta de: sala, comedor, cocina integral, estudio, patios, hall con marquesina, 10 alcobas, 5 baños, tres de ellos con regadera y 1 uno con tina.",,191517624,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-en-venta/191517624,,,,
Casa,venta,Usado,Tunja,,230,9,5,450000000,4,30,,", Cerca centro comercial, , Trans. Público cercano, , Vista panorámica, Descripción, El primer piso ofrece una distribución práctica con tres habitaciones, un estudio versátil y una acogedora sala-comedor. La cocina, con su mesón funcional, se integra perfectamente al ambiente, y el patio de ropas aporta comodidad adicional. Dos baños completan este nivel, asegurando la funcionalidad para toda la familia.","El primer piso ofrece una distribución práctica con tres habitaciones, un estudio versátil y una acogedora sala-comedor. La cocina, con su mesón funcional, se integra perfectamente al ambiente, y el patio de ropas aporta comodidad adicional. Dos baños completan este nivel, asegurando la funcionalidad para toda la familia.",,191273619,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273619,,,,
Apartamento,venta,Usado,Tunja,,54,3,2,298000000,5,8,3 Habs.,,Apartamento en Venta en el Norte de Tunja - Conjunto Argami,,191272868,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191272868,,,,
Finca,venta,Usado,Tunja,Santa Inés,40,0,0,543445500,5,1,,", Ascensor, , Trans. Público cercano, , Zona Comercial, , Zona Residencial, Descripción, Atos Inmobiliaria presenta Proyecto de Locales y Oficinas Comerciales en el Norte de Tunja",Atos Inmobiliaria presenta Proyecto de Locales y Oficinas Comerciales en el Norte de Tunja,,191603812,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191603812,,,5.5493892,-73.3510038
Finca,venta,Usado,Tunja,,10,1,0,150000000,3,8,No dejes pasar esta oportunidad de hacer crecer tu negocio. Contáctanos en Atos Inmobiliaria para obtener más detalles sobre esta isla comercial y programar una visita. ¡Estamos seguros de que encontrarás el espacio perfecto para tu pró,", Ascensor, , Cerca centro comercial, , Shut de basura, , Sobre vía principal, , Tanques de Agua, , Terraza, , Trans. Público cercano, , Zona Comercial, Descripción, Atos Inmobiliaria te presenta una oportunidad única para expandir tu negocio en el nuevo centro comercial Florida Shopping Center al sur de Tunja. Se trata de una isla comercial de 10 m2 disponible para arriendo o venta.",Atos Inmobiliaria te presenta una oportunidad única para expandir tu negocio en el nuevo centro comercial Florida Shopping Center al sur de Tunja. Se trata de una isla comercial de 10 m2 disponible para arriendo o venta.,,191273065,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273065,,,,
Finca,venta,Usado,Tunja,Centro,42,0,1,200000000,4,30,,,"Se vende local con excelente ubicación, cerca al colegio el rosario por la carrera 9. Consta de 42 M2 con un baño, sala de juntas y deposito.",,191274022,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191274022,,,5.5521632,-73.3567425
Casa,venta,Usado,Tunja,,606,6,5,2850000000,3,30,6 Habs.,", Balcón, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Chimenea, , Circuito cerrado de TV, , Garaje(s), , Hall de Alcobas, , Instalación de gas, , Jardín, , Parqueadero Visitantes, , Parques cercanos","Vendo linda casa ubicada a las afueras de Tunja-Boyacá, cuenta con un lote 2762 m2, distribuidos en 3 casas, casa No 1, con 450 m2, cuenta con 3 habitaciones, 3 baños, parqueadero para 10 carros. Casa No 2 cuenta con 110m2 distribuidos en 2 habitaciones, 2 baños. Casa No 3: 46.72 distribuidos en dos habitaciones y un baño.",,191293619,MARIA DEL PILAR GALVIS,https://www.fincaraiz.com.co/casa-en-venta/191293619,,,,
Casa,venta,Usado,Tunja,,200,6,6,340000000,3,8,,", Cocina Integral, , Terraza, Descripción, Atos Inmobiliaria vende una casa ubicada al oriente de la ciudad de Tunja, que consta de dos viviendas similares, cada una con 100 metros cuadrados de construcción. Ambas viviendas cuentan con 3 habitaciones, 3 baños, sala-comedor, cocina integral, patio de ropas, garaje y altillo con terraza, ofreciendo un espacio amplio y funcional. Además, la propiedad incluye un calentador a gas, lo que añade comodidad para los residentes.","Atos Inmobiliaria vende una casa ubicada al oriente de la ciudad de Tunja, que consta de dos viviendas similares, cada una con 100 metros cuadrados de construcción. Ambas viviendas cuentan con 3 habitaciones, 3 baños, sala-comedor, cocina integral, patio de ropas, garaje y altillo con terraza, ofreciendo un espacio amplio y funcional. Además, la propiedad incluye un calentador a gas, lo que añade comodidad para los residentes.",,191274023,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191274023,,,,
Apartamento,venta,Usado,Tunja,,113,4,4,340000000,5,30,,,"Se vende hermoso apartamento ubicado al norte de la ciudad. Consta de: 1 Nivel: Baño social, cocina integral, zona de ropas, habitación, baño de servicio y sala-comedor. 2 Nivel: 3 habitaciones con closet y 2 baños, Cuenta con garaje.",,191274041,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191274041,,,,
Finca,venta,Usado,Tunja,,42,0,0,240000000,5,1,,,Atos Inmobiliaria te presenta: Proyecto de Locales Comerciales en Tunja,,191726833,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/oficina-en-venta/191726833,,,,
Casa,venta,Usado,Tunja,,147,4,4,330000000,3,15,,", Cerca centro comercial, , Closet, , Cocina Integral, , Trans. Público cercano, , Vista panorámica, Descripción, Atos Inmobiliaria te ofrece una excelente oportunidad de venta en el barrio La Calleja de Tunja. Se trata de una amplia casa que brinda todas las comodidades que necesitas.",Atos Inmobiliaria te ofrece una excelente oportunidad de venta en el barrio La Calleja de Tunja. Se trata de una amplia casa que brinda todas las comodidades que necesitas.,,191480058,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191480058,,,,
Casa,venta,Usado,Tunja,,582,0,0,494700000,5,8,,,Atos Inmobiliaria Vende Espectacular Lote Campestre en Tunja,,191273924,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273924,,,,
Apartamento,venta,Usado,Tunja,Centro,74,3,2,220000000,3,30,3 Habs.,", Cerca centro comercial, , Closet, , Sobre vía principal, , Trans. Público cercano, , Área Urbana, Descripción, Hermoso apartamento en el centro de la ciudad. Consta de 3 habitaciones, todas con closet incluido, 2 baños , sala comedor, cocina semi integral y área de ropas., Código Fincaraíz:, 191273868, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Hermoso apartamento en el centro de la ciudad. Consta de 3 habitaciones, todas con closet incluido, 2 baños , sala comedor, cocina semi integral y área de ropas.",,191273868,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273868,,,5.5521632,-73.3567425
Lote,venta,Usado,Tunja,,498,0,0,488500600,3,1,,", Trans. Público cercano, , Zona Residencial, , Área Urbana, Descripción, Atos Inmobiliaria vende lote en el sur de la ciudad. Cuenta con un área bruta de 508 m², incluyendo andenes, y un área neta urbanizable de 498.47 m². Su uso multifamiliar lo convierte en una excelente opción para inversión y desarrollo de proyectos de vivienda. Ubicado en una zona de alta proyección, cerca de importantes vías de acceso, transporte público, colegios y comercios, facilitando la movilidad y valorización del sector. ¡No pierdas esta oportunidad! Contáctanos y agenda tu cita., Código Fincaraíz:, 192183929, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria vende lote en el sur de la ciudad. Cuenta con un área bruta de 508 m², incluyendo andenes, y un área neta urbanizable de 498.47 m². Su uso multifamiliar lo convierte en una excelente opción para inversión y desarrollo de proyectos de vivienda. Ubicado en una zona de alta proyección, cerca de importantes vías de acceso, transporte público, colegios y comercios, facilitando la movilidad y valorización del sector. ¡No pierdas esta oportunidad! Contáctanos y agenda tu cita.",,192183929,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/192183929,,,,
Casa,venta,Usado,Tunja,Boyacá,64,2,2,180000000,3,8,2 Habs.,", Acceso Pavimentado, , Ascensor, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , Calentador, , Garaje(s), , Hall de Alcobas, , Instalación de gas, , Parques cercanos, , Piso en Baldosa /  Mármol, , Portería / Recepción","Código: 8588FR895 Excelente oportunidad de adquirir apartamento cerca del nuevo centro comercial Florida Shopping Center, cerca de colegios y parques de la ciudad de Tunja, con fácil acceso de transporte público, el edificio cuenta con vigilancia privada, circuito de cámaras, zonas verdes, parque infantil, salón social y parqueadero para visitantes, este apartamento consta de dos habitaciones con posibilidad de una tercera, la habitación principal cuenta con baño privado y vestier,  baño social, cocina integral con meson en marmol, sala-comedor con chimenea, zona de estudio, zona de lavandería, parqueadero privado, se entrega encortinado con black out y persiana Sheer en las habitaciones y con panel japonés en la sala.",,192124553,Casa 360,https://www.fincaraiz.com.co/apartamento-en-venta/192124553,,,5.5623888,-73.3448995
Apartamento,venta,Usado,Tunja,La Pradera,130,3,2,390000000,5,15,,", Ascensor, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Citófono, , Cocina Integral, , Parques cercanos, , Portería / Recepción, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia","SE VENDE HERMOSO APARTAMENTO, ubicado en el sector del cc Boulevard. área: 130 m2. El apartamento consta de sala, comedor, cocina integral, zona de lavandería, baño social, amplio star, 3 habitaciones, una con baño privado y un baño auxiliar,   dos garajes y bodega.",,10060684,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/10060684,,,5.5456399,-73.3547323
Finca,venta,Usado,Tunja,,46,1,1,175000000,4,8,,,"Atos Inmobiliaria Vende Apartaestudio en Barrio Coeducadores, Tunja",,191755805,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartaestudio-en-venta/191755805,,,,
Casa,venta,Usado,Tunja,Centro,140,2,1,298000000,4,30,,,"Atos Inmobiliaria presenta esta excelente oportunidad de venta en el centro de la ciudad de Tunja:  casa con un área construida de aproximadamente 120 m² , mas un lote parte posterior de 95 m².",,191273819,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273819,,,5.5521632,-73.3567425
Casa,venta,Usado,Tunja,,200,6,5,620000000,5,8,,,"Atos Inmobiliaria vende una casa de tres pisos ubicada en el norte de Tunja, cerca de la Avenida Universitaria. Situada en un conjunto cerrado, esta propiedad está en proximidad a centros comerciales, colegios y universidades. En el primer piso, la casa ofrece un garaje, baño de servicio, sala, comedor, cocina integral y patio de ropas.",,191272894,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191272894,,,,
Casa,venta,Usado,Tunja,El Carmen,240,9,3,320000000,2,8,,,"Atos Inmobiliaria presenta una excelente oportunidad de inversión en Tunja. Se trata de una casa de 240 m2 en obra negra, ideal para un proyecto de desarrollo. La propiedad consta de tres pisos con una distribución específica.",,191273295,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273295,,,5.5108788,-73.3922535
Casa,venta,Usado,Tunja,Centro,129,4,4,320000000,4,30,,,"Se vende casa de 4 alcobas, 4 baños, 1 estudio, cocina, sala comedor, garaje y sótano. Excelente ubicación en el centro de la ciudad, bastantes vías de acceso y transporte publico",,191274072,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191274072,,,5.5521632,-73.3567425
Lote,venta,Usado,Tunja,,485,0,0,436500000,5,8,,", Trans. Público cercano, , Vista panorámica, , Zona Campestre, , Zona Residencial, , Área Urbana, Descripción, Lote medianero en venta en excelente ubicación, consta de 485 m2, tiene 18 m de frente y 27 m de fondo., Código Fincaraíz:, 191273867, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Lote medianero en venta en excelente ubicación, consta de 485 m2, tiene 18 m de frente y 27 m de fondo.",,191273867,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273867,,,,
Apartamento,venta,Usado,Tunja,,96,3,2,580000000,5,30,3 Habs.,", Ascensor, , Balcón, , Barra estilo americano, , Chimenea, , Circuito cerrado de TV, , Citófono, , Garaje Cubierto, , Hall de Alcobas, , Instalación de gas, , Jardín, , Piso de alta resistencia, , Piso en Madera","Ofrecemos para la venta un espectacular apartamento en Tunja, Boyacá. Se trata de una propiedad dúplex con altillo y sala auxiliar chimenea con tres amplias habitaciones que benefician de una vista impresionante a la ciudad. Este apartamento no amoblado te ofrece la oportunidad de personalizarlo a tu gusto. Imagina deliciosas cenas en la cocina americana mientras disfrutas de una charla amena con tus invitados en el salón comedor.",,11043884,PADS,https://www.fincaraiz.com.co/apartamento-en-venta/11043884,,,,
Apartamento,venta,Usado,Tunja,,69,3,3,325000000,5,8,,,Atos Inmobiliaria te Presenta Apartamento en el Norte de Tunja,,191465842,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191465842,,,,
Casa,venta,Usado,Tunja,,131,3,2,290000000,2,30,,", Canchas Deportivas, , Cerca centro comercial, , Cocina Integral, , Instalación de gas, , Piso en Baldosa /  Mármol, , Trans. Público cercano, Descripción, Atos Inmobiliaria ofrece en venta amplia casa esquinera ubicada en el norte de la ciudad. Cuenta con garaje, sala, comedor, cocina integral, patio de ropas y bodega. Dispone de tres habitaciones, dos con clóset, además de un cuarto que puede funcionar como estudio o una habitación adicional. Tiene dos baños y está acreditada para funcionar como cigarrería. ¡Gran oportunidad de inversión! Contáctanos y agenda tu cita., Código Fincaraíz:, 192103503, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria ofrece en venta amplia casa esquinera ubicada en el norte de la ciudad. Cuenta con garaje, sala, comedor, cocina integral, patio de ropas y bodega. Dispone de tres habitaciones, dos con clóset, además de un cuarto que puede funcionar como estudio o una habitación adicional. Tiene dos baños y está acreditada para funcionar como cigarrería. ¡Gran oportunidad de inversión! Contáctanos y agenda tu cita.",,192103503,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartaestudio-en-venta/192103503,,,,
Lote,venta,Usado,Tunja,Libertador,43300,0,0,5590000000,2,30,Código Fincaraíz:,", Área Urbana, Descripción, Excelente lote para venta en Tunja de 43.300 mts ideal para inversionista. Usos permitidos para vivienda, locales, centro comercial, plaza de mercado, oficinas, complejos empresariales, hoteles y hospedaje, estación de servicio, gobierno y administración, cultura, bienestar social, educación, esparcimiento y deportes, entre otros., Código Fincaraíz:, 191576312, Consultar, Rentkasa SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Excelente lote para venta en Tunja de 43.300 mts ideal para inversionista. Usos permitidos para vivienda, locales, centro comercial, plaza de mercado, oficinas, complejos empresariales, hoteles y hospedaje, estación de servicio, gobierno y administración, cultura, bienestar social, educación, esparcimiento y deportes, entre otros.",,191576312,Rentkasa SAS,https://www.fincaraiz.com.co/lote-en-venta/191576312,,,5.5072197,-73.3675651
Casa,venta,Usado,Tunja,Centro,170,7,3,320000000,3,30,,", Acceso Pavimentado, , Baño Auxiliar, , Cerca de Zona Urbana, , Closet, , Cocina Equipada, , Colegios / Universidades, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vista panorámica, , Vivienda Bifamiliar, , Zona Comercial","Código: 8974FR153 Venta de dos apartamentos independientes cerca al centro de la ciudad de Tunja, a pocos metros de plaza real, del centro de la ciudad, Universidad Santo Tomas y centro de comando de la policía Nacional, con fácil acceso de transporte público; un apartamento consta de tres alcobas, baño, cocina, sala-comedor y zona de lavandería, el otro apartamento consta de cuatro habitaciones, dos baños, sala comedor y zona de lavandería, están recién remodelados  y totalmente independientes.",,192247199,Casa 360,https://www.fincaraiz.com.co/apartamento-en-venta/192247199,,,5.5521632,-73.3567425
Finca,venta,Usado,Tunja,Centro,40,0,1,160000000,4,8,1,", Ascensor, , Baños comunales, , Circuito cerrado de TV, , Parques cercanos, , Portería / Recepción, , Sobre vía secundaria, , Ubicada en edificio, , Zona Comercial, Descripción, Oficina  ubicada en el centro de la ciudad , consta de 43 m² y esta  estratégicamente ubicada en el cuarto piso del EdificioCamol, este consta de una amplia recepcion y seguridad 24hr, Código Fincaraíz:, 191117471, Consultar, ENTORNO URBANO, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Oficina  ubicada en el centro de la ciudad , consta de 43 m² y esta  estratégicamente ubicada en el cuarto piso del EdificioCamol, este consta de una amplia recepcion y seguridad 24hr",,191117471,ENTORNO URBANO,https://www.fincaraiz.com.co/oficina-en-venta/191117471,,,5.5521632,-73.3567425
Apartamento,venta,Usado,Tunja,,66,2,1,150000000,3,8,,", Baño Auxiliar, , Citófono, , Colegios / Universidades, , Parques cercanos, , Patio, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Comercial, , Zona Residencial, Descripción, EXCELENTE UBICACIÓN EN EL CENTRO HISTÓRICO DE TUNJA, OPCIONAL APARTAMENTO, ACTUALMENTE OFICINA O LOCAL . ENTREGAMOS PLANOS PARA TERMINAR APTO, SEGUNDO PISO ILUMINADO 65.71 M2 MAS PATIO INTERNO DE 11 M2 PARA UN TOTAL DE 77 M2. CONTACTAR CITA CON ADRIANA CALDERÓN AL CELULAR 320 CUATRO SIETE SEIS CUATRO CUATRO 74, Código Fincaraíz:, 192186640, Consultar, ADRIANA CALDERON, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","EXCELENTE UBICACIÓN EN EL CENTRO HISTÓRICO DE TUNJA, OPCIONAL APARTAMENTO, ACTUALMENTE OFICINA O LOCAL . ENTREGAMOS PLANOS PARA TERMINAR APTO, SEGUNDO PISO ILUMINADO 65.71 M2 MAS PATIO INTERNO DE 11 M2 PARA UN TOTAL DE 77 M2. CONTACTAR CITA CON ADRIANA CALDERÓN AL CELULAR 320 CUATRO SIETE SEIS CUATRO CUATRO 74",,192186640,ADRIANA CALDERON,https://www.fincaraiz.com.co/apartamento-en-venta/192186640,,,,
Apartamento,venta,Usado,Tunja,La Esmeralda,110,3,2,460000000,5,15,,", Ascensor, , Baño Auxiliar, , Colegios / Universidades, , Garaje(s), , Hall de Alcobas, , Instalación de gas, , Portería / Recepción, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia, , Zona de lavandería","Vendo apartamento excelente ubicación cerca al centro comercial Unicentro y VIVA, con buena iluminación.",,10802183,Inmobiliaria Eskala,https://www.fincaraiz.com.co/apartamento-en-venta/10802183,,,,
Apartamento,venta,Usado,Tunja,Santa Inés,90,3,2,350000000,5,8,3 Habs.,", Acceso Pavimentado, , Ascensor, , Balcón, , Baño Auxiliar, , Baño Independiente, , Calentador, , Garaje(s), , Gimnasio, , Hall de Alcobas, , Instalación de gas, , Parqueadero Visitantes, , Parques cercanos","con la serenidad y tranquilidad del norte de Tunja. Este apartamento en el conjunto residencial Maria Fernanda no solo es un espacio, ¡es el hogar que siempre soñaste! Ofrece confort, seguridad y cercanía a todo lo que necesitas para comenzar una nueva etapa en tu vida. ?️?",,192249630,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/apartamento-en-venta/192249630,,,5.5493892,-73.3510038
Lote,venta,Usado,Tunja,,74642,0,0,12500000000,1,8,,", Área Rural, Descripción, Excelentes lotes localizados en la Vereda de Pirgua, sobre la vía principal que conduce a Toca y Soracá., Código Fincaraíz:, 191419866, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Excelentes lotes localizados en la Vereda de Pirgua, sobre la vía principal que conduce a Toca y Soracá.",,191419866,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191419866,,,,
Casa,venta,Usado,Tunja,Colombia,230,4,4,680000000,5,15,,", Acceso Pavimentado, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Chimenea, , Hall de Alcobas, , Instalación de gas, , Jardín, , Parqueadero Visitantes, , Parques cercanos, , Patio","Imagina despertar cada mañana en un hogar donde tranquilidad, seguridad y comodidad se encuentran perfectamente combinados. Esta hermosa casa en el Barrio La Maria, en el norte de Tunja, es mucho más que un espacio físico; es el lugar ideal para crear recuerdos inolvidables con tus seres queridos. ??",,192292196,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/casa-en-venta-en-la-maria-tunja/192292196,,,5.5521632,-73.3567425
Apartamento,venta,Usado,Tunja,La Florida,60,3,2,200000000,3,1,3 Habs.,", Ascensor, , Garaje(s), , Portería / Recepción, , Vigilancia, Descripción, Gran oportunidad  para estrenar, apartamento en obra Gris consta de: 3 alcobas , 2 baños, sala, comedor, cocina, zona de ropas, deposito y parqueadero. Ubicado en nogales de la florida., Código Fincaraíz:, 10400183, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Gran oportunidad  para estrenar, apartamento en obra Gris consta de: 3 alcobas , 2 baños, sala, comedor, cocina, zona de ropas, deposito y parqueadero. Ubicado en nogales de la florida.",,10400183,Inmobiliaria Fenix,https://www.fincaraiz.com.co/apartamento-en-venta/10400183,,,5.5139550,-73.3672258
Casa,venta,Usado,Tunja,José Antonio Galán,200,5,3,330000000,3,15,,", Baño Auxiliar, , Calentador, , Cocina Integral, , Colegios / Universidades, , Estudio, , Instalación de gas, , Piso en Baldosa /  Mármol, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Comercial, , Zona de lavandería","**Primer piso: Sala, Comedor, Cocina integral, garaje, 1 baño, estudio, patio de ropas",,10203680,ENTORNO URBANO,https://www.fincaraiz.com.co/casa-en-venta/10203680,,,,
Casa,venta,Usado,Tunja,Centro,190,4,3,500000000,4,30,,,"VENDO CASA EN EL CENTRO DE TUNJA,   con dos locales comerciales independientes con baño privado,  acceso independiente para la casa,  de cuatro alcobas,  tres baños,   sala comedor,  cocina,  construcción  en un solo piso,  excelentes condiciones. 1019190m2. OPORTUNIDAD!!.",,7249074,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-en-venta/7249074,,,5.5521632,-73.3567425
Lote,venta,Usado,Tunja,,224,0,0,340000000,4,8,,,"Excelente oportunidad: Lote doble esquinero al norte de la ciudad, con 224 m2 y tres frentes. Ideal para construcción de vivienda unifamiliar. ¡Contáctanos para más detalles y asegura tu inversión!",,191273238,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273238,,,,
