tipo_inmueble,finalidad,estado_inmueble,ubicacion_principal,ubicacion_asociada,area,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error
Lote,venta,Usado,"Villa panorama, Paipa, Boyaca","Villa jardin, Villa panorama","2,000.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$1.728.123.000,4,16 a 30 años,,", Lote Vacio, , Área Urbana, Descripción, Barrio Villa Panorama, Paipa-Boyacá","Barrio Villa Panorama, Paipa-Boyacá",,192103120,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/lote-en-venta/192103120,,
Casa,venta,Usado,"Paipa, Boyaca",La pradera,900.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$3.000.000.000,4,¡Pregúntale!,,", Piscina, , Portería / Vigilancia, Descripción, Espectacular hotel en Paipa cuenta con un area de construccion de 900m2 y un lote de 8.272. consta de 1 hermosa casa principal, 1 excelente casa de habitaciones, porteria, piscina, jacuzzi, salon de juegos, baterias de baños, Vestier, zona de cafeteria y amplias zonas de verdes., Código Fincaraíz:, 191113986, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Espectacular hotel en Paipa cuenta con un area de construccion de 900m2 y un lote de 8.272. consta de 1 hermosa casa principal, 1 excelente casa de habitaciones, porteria, piscina, jacuzzi, salon de juegos, baterias de baños, Vestier, zona de cafeteria y amplias zonas de verdes.",,191113986,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-lote-en-venta/191113986,,
Casa,venta,Usado,"Duitama, Boyaca",Toibita,195.00  m2 m²,4,2,$535.000.000,3,¡Pregúntale!,,", Chimenea, , Garaje(s), , Instalación de gas, , Jardín, , Piso en Baldosa /  Mármol, , Sobre vía principal, , Trans. Público cercano, , Zona Campestre, , Zona de lavandería, , Zonas Verdes, Descripción, Excelente oportunidad. Casa quinta de descanso tipo Colonial, con lote con frutales y ornamentales., La casa está dotada de cortinas livianas en la cocina y livianas y pesadas en área social y privada; rejas interiores y exteriores en todas las ventanas, pileta en el patio central cubierto con marquesina, patio de ropas cubierto con estufa de carbón y cocina cerrada con estufa de gas., baños enchapados y con divisiones acrílicas en área de ducha. Posee gas natural., Todo el perímetro está cercado en tapia pisada y piedra con teja de barro. Posee Pileta exterior y servidumbre de agua., El predio posee arboles frutales, mayormente ciruelos, feijoa y brevas., Posibilidad de negociar el menaje básico.","Excelente oportunidad. Casa quinta de descanso tipo Colonial, con lote con frutales y ornamentales.",,10552234,KALOS INMOBILIARIA SAS,https://www.fincaraiz.com.co/casa-lote-en-venta/10552234,,
Apartamento,venta,Usado,"Villa panorama, Paipa, Boyaca","Mirabal, Villa panorama",63.00  m2 m²,3,2,$190.000.000,2,1 a 8 años,,,"? Ubicación: Torre 5, Apto 404 – Conjunto Residencial Torres de Panorama, en un sector estratégico y de alta valorización.",Código Fincaraíz:,192286794,Remax Planet,https://www.fincaraiz.com.co/apartamento-en-venta-en-villa-panorama-paipa/192286794,,
Finca,venta,Usado,"Rio arriba, Paipa, Boyaca",Rio arriba,65.00  m2 m²,1,1,$550.000.000,2,¡Pregúntale!,,,"Vereda Rio Arriba, Paipa-Boyacá",,192112631,INMOBILIARIA LEGUIZAMO,https://www.fincaraiz.com.co/caba%C3%B1a-en-venta/192112631,,
Casa,venta,Usado,"Mirabal, Paipa, Boyaca",Mirabal,161.00  m2 m²,3,2,$800.000.000,2,16 a 30 años,,", Baño Auxiliar, , Baño Independiente, , Cerca de Zona Urbana, , Closet, , Cocina Equipada, , Instalación de gas, , Jardín, , Vista panorámica, , Zona Campestre, , Zonas Verdes, Descripción, código wasi 8977FR637 Villa nueva; casa entre el bosque; Acogedora y magnifica oportunidad excelente y acogedora casa campestre, ubicada en la vereda mirabal de Paipa Boyacá. Colombia, USO TURISMO.","código wasi 8977FR637 Villa nueva; casa entre el bosque; Acogedora y magnifica oportunidad excelente y acogedora casa campestre, ubicada en la vereda mirabal de Paipa Boyacá. Colombia, USO TURISMO.",,192249620,Casa 360,https://www.fincaraiz.com.co/casa-campestre-en-venta/192249620,,
Casa,venta,Usado,"Paipa, Boyaca","Mirabal, Llano grande, San miguel",130.00  m2 m²,3,3,$280.000.000,2,1 a 8 años,,", Baño Auxiliar, , Cocina Integral, , Colegios / Universidades, , Depósito / Bodega, , Estudio, , Hall de Alcobas, , Patio, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona de lavandería, , Zona Infantil","Vendo casa en Paipa Boyacá, ubicada en La Urbanización Estacion de Alejandría Manzana 33, área construida de 130m en 2 plantas, area de terreno frente 6.30mx12m de fondo, 3 habitaciones, 3 baños, un garaje, estudio abierto, patio de ropas con marquesina corrediza, cocina integral, muy bien ubicada, en el sector encontramos la zona hotelera, cerca de sitios turísticos como Lago Sochagota, piscinas termales;  también a 200 mt está la estación del tren, y a 10 minutos  caminando encontramos el Hotel Lanceros muy cerca al aeropuerto.",,10208984,Giomary Cruz,https://www.fincaraiz.com.co/casa-en-venta/10208984,,
Casa,venta,Usado,"Villa panorama, Paipa, Boyaca",Villa panorama,110.00  m2 m²,3,2,$480.000.000,3,16 a 30 años,,,?✨ ¡Gran oportunidad en Paipa! ✨?,? ¡No dejes pasar esta increíble oportunidad de inversión! ?,192283664,Remax Planet,https://www.fincaraiz.com.co/casa-en-venta-en-villa-panorama-paipa/192283664,,
Lote,venta,Usado,"Paipa, Boyaca","Llano grande, Llano grande, Sativa","1,000.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$330.000.000,1,1 a 8 años,,,"Se vende amplio lote ubicado en la vereda Llano grande de Paipa a dos horas del pedaje de la Autopista Norte. El lote  Cuenta con entrada en servidumbre, servicios principales como gas, agua, y luz, tiene una ubicación privilegiada en las  cabañas familiares de Paipa , el lote esta a unos 8 minutos del parque principal del municipio  y muy cerca a Boyacá, Tunja y Villa de Leiva y aledaños.",,192203347,INMOREINVERSIONES,https://www.fincaraiz.com.co/lote-en-venta/192203347,,
Casa,venta,Usado,"Llano grande, Paipa, Boyaca","Llano grande, Llano grande, Las delicias",936.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$240.000.000,Campestre,1 a 8 años,,", En conjunto cerrado, , Lote Vacio, , Servicios Públicos, , Sobre vía principal, , Vista panorámica, Descripción, Lote de 936 Mts2 ubicado en el  Conjunto Residencial Casas De Bachué en Paipa Boyacá, frente al lago de la termoeléctrica y con vista hacia el lago Sochagota y al centro poblado, con dos ingresos uno sobre la vía Tunja Paipa  y otro por el barrio Charite, con servicios públicos, energía, agua, alcantarillado y gas natural, excelentes vías de acceso. A 2 horas de Bogotá y 3 minutos del centro de Paipa., Código Fincaraíz:, 10855293, Consultar, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Lote de 936 Mts2 ubicado en el  Conjunto Residencial Casas De Bachué en Paipa Boyacá, frente al lago de la termoeléctrica y con vista hacia el lago Sochagota y al centro poblado, con dos ingresos uno sobre la vía Tunja Paipa  y otro por el barrio Charite, con servicios públicos, energía, agua, alcantarillado y gas natural, excelentes vías de acceso. A 2 horas de Bogotá y 3 minutos del centro de Paipa.",,10855293,EdgarAparicio,https://www.fincaraiz.com.co/lote-en-venta/10855293,,
Casa,venta,Usado,"Medios, Paipa, Boyaca","Corrizal alto, Medios","2,157.00  m2 m²",5,2,$390.000.000,2,1 a 8 años,,,* Negociable,,10068173,Diana Alvarez,https://www.fincaraiz.com.co/casa-lote-en-venta/10068173,,
Casa,venta,Usado,"Fatima, Paipa, Boyaca",Fatima,140.00  m2 m²,4,2,$275.000.000,2,16 a 30 años,,", Baño Auxiliar, , Hall de Alcobas, , Jardín, , Patio, , Piso en Baldosa /  Mármol, , Vista panorámica, , Zona de lavandería, , Zonas Verdes, Descripción, ? ¡Tu hogar soñado te espera en Paipa!, En la Urbanización Paiparaiso, a solo 5 minutos del terminal de transportes y a 10 minutos del centro, se encuentra esta hermosa casa de dos pisos con una vista espectacular hacia el municipio.",? ¡Tu hogar soñado te espera en Paipa!,,192295400,Angie,https://www.fincaraiz.com.co/casa-en-venta/192295400,,
Casa,venta,Usado,"La pradera, Paipa, Boyaca",La pradera,782.23  m2 m²,4,4,$570.000.000,Campestre,16 a 30 años,,", Amoblado, , Balcón, , Baño Auxiliar, , Calentador, , Chimenea, , Cocina Integral, , Garaje(s), , Instalación de gas, , Patio, , Zona Campestre, , Zona de lavandería, , Zonas Verdes, Descripción, Hermosa Cabaña ubicada en un sector exclusivo con vista al lago en la verereda el Llano , sector Charite, remodelada y equipada para alquilar por aplicacion, Código Fincaraíz:, 10749107, Consultar, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Hermosa Cabaña ubicada en un sector exclusivo con vista al lago en la verereda el Llano , sector Charite, remodelada y equipada para alquilar por aplicacion",,10749107,Rafael AntonioRojas,https://www.fincaraiz.com.co/casa-en-venta/10749107,,
Casa,venta,Usado,"Vereda El Salitre, Paipa, Boyaca","Vereda El Salitre, Primero de mayo, Libertadores",100.00  m2 m²,3,2,$500.000.000,7,1 a 8 años,,", Balcón, , Baño Auxiliar, , Cocina Integral, , Cocina tipo Americano, , Depósito / Bodega, , Hall de Alcobas, , Parqueadero Visitantes, , Terraza, , Vista panorámica, , Zona Campestre, , Zona de lavandería, , Zonas Verdes",Hermosa casa campestre con terreno total de 2 000 metros cuadrados y 110 metros cuadrados de construcción ubicada en la vereda Salitre de Paipa Boyacá con una vista espectacular un ambiente super tranquilo a 20 minutos de la ciudad de Paipa.,,192242687,Luis Esduardo,https://www.fincaraiz.com.co/casa-en-venta/192242687,,
Lote,venta,Usado,"Llano grande, Paipa, Boyaca","La pradera, Llano grande, Llano grande",110.00  m2 m²,3,2,$500.000.000,4,1 a 8 años,,,"Hermosa cabaña con vista al lago, cuenta con 789m² de lote, amplia zona verde y zona para fogatas. 2 años de construida aproximadamente.",,10860719,Sebastián,https://www.fincaraiz.com.co/caba%C3%B1a-en-venta/10860719,,
Apartamento,venta,Usado,"Medios, Paipa, Boyaca",Medios,84.00  m2 m²,3,2,$450.000.000,4,1 a 8 años,3 Habs.,", Ascensor, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Cocina Integral, , Portería / Recepción, , Salón Comunal, , Salón de Juegos, , Sauna / Turco / Jacuzzi, , Supermercados / C.Comerciales, , Terraza",Edificio Club House frente al Lago Sochagota. Ubicado en 7mo piso totalmente terminado y con hermosa Vista al Lago Sochagota desde la sala comedor y alcoba principal.,,10012901,jeniree guanipa,https://www.fincaraiz.com.co/apartamento-en-venta/10012901,,
Casa,venta,Usado,"Llano grande, Paipa, Boyaca","Mirabal, Llano grande, San miguel",190.00  m2 m²,4,3,$640.000.000,4,9 a 15 años,,", Balcón, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Chimenea, , Circuito cerrado de TV, , Estudio, , Instalación de gas, , Jardín, , Patio, , Portería / Recepción, , Zona Campestre","Hermosa casa en venta Condominio Sauzales de Tocoroma - Paipa, ubicada en uno de los mejores sectores de Boyacá.",,10614533,Luis Diego Parra Mariño,https://www.fincaraiz.com.co/casa-en-venta/10614533,,
Apartamento,venta,Usado,"Villa panorama, Paipa, Boyaca","Mirabal, Villa panorama",63.00  m2 m²,3,2,$190.000.000,2,1 a 8 años,,,"? Ubicación: Torre 5, Apto 404 – Conjunto Residencial Torres de Panorama, en un sector estratégico y de alta valorización.",Código Fincaraíz:,192286794,Remax Planet,https://www.fincaraiz.com.co/apartamento-en-venta-en-villa-panorama-paipa/192286794,,
